iD	systemName	alternateName	x	y	size	sarnaLink	distance (LY)	2271	2317	2319	2341	2367	2571	2596	2750	2765	2767	2783	2786	2821	2822	2830	2864	3025	3030	3040	3049	3050a	3050b	3050c	3051	3052	3057	3058	3059a	3059b	3059c	3059d	3063	3067	3068	3075	3079	3081	3085	3095	3130	3135	3145	3151	3152
520	Chapineria		292.088	392.083	1,1,0	https://www.sarna.net/wiki/Chapineria	488.922	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
550	Chorley		332.933	379.684	1,1,0	https://www.sarna.net/wiki/Chorley	504.980	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
1062	Hartshill		323.626	407.593	1,1,0	https://www.sarna.net/wiki/Hartshill	520.448	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
1285	Kamarod		346.365	360.326	1,1,0	https://www.sarna.net/wiki/Kamarod	499.804	U	U	U	U	U	U	U	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
1398	Korramabad		372.727	364.460	1,1,0	https://www.sarna.net/wiki/Korramabad	521.303	U	U	U	U	U	U	U	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
1486	Leyland		308.632	392.898	1,1,0	https://www.sarna.net/wiki/Leyland	499.622	U	U	U	U	U	U	U	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
1769	Multan		363.699	329.015	1,1,0	https://www.sarna.net/wiki/Multan	490.436	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
2081	Pusht-i-rud		372.724	348.637	1,1,0	https://www.sarna.net/wiki/Pusht-i-rud	510.364	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Pusht-i-rud Prefecture,Minor Capital	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
2216	Salford		339.395	403.203	1,1,0	https://www.sarna.net/wiki/Salford	527.031	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
2357	Slaithwaite		325.957	393.123	1,1,0	https://www.sarna.net/wiki/Slaithwaite	510.680	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	
